cpg,beta,se,p,i2,p_het,dmr
cg01308549,-0.040809670441346,0.00774349745701466,1.03749966247046e-06,,,No
cg01320698,-0.0470760646413625,0.0106539755897649,2.94528185241429e-05,,,No
cg01363662,0.0523291328868653,0.0105940322771385,3.93667795069342e-06,,,No
cg01373189,-0.0364126733967005,0.00822763880963354,2.86877628736304e-05,,,No
cg01418153,-0.0577184695449442,0.0126652057799568,1.74370655741843e-05,,,No
cg01421380,-0.0348904800163794,0.00776501865093593,2.22322518376101e-05,,,No
cg01429256,-0.0414160837666895,0.00652284141089666,1.0540133942897e-08,,,No
cg01480180,0.17030659075506,0.0416529344170424,9.89236817272644e-05,,,No
cg01505275,-0.0425222765677229,0.00885848105757701,6.81901294300169e-06,,,No
cg01532010,-0.0159208350185295,0.00383437245511048,7.86919120163231e-05,,,No
cg01554383,0.0444080801292393,0.00990267811884161,2.29880328011006e-05,,,No
cg01556246,0.0222832023483996,0.00452807859514147,4.23437793103673e-06,,,No
cg01558110,0.0626350495571973,0.0116993826049406,7.36306069335851e-07,,,No
cg01568317,0.0634388488955965,0.0137762609031657,1.45306481299402e-05,,,No
cg01593345,-0.0823173009341715,0.0138097222231973,5.70426899316572e-08,,,No
cg01597480,-0.0895839829850128,0.0200846953755989,2.5181331786879e-05,,,No
cg01634146,0.18643420795299,0.0222082527641288,9.79540823551639e-13,,,No
cg01636650,-0.0481234555286979,0.011512698026872,7.11132885095727e-05,,,No
cg01644611,-0.0499135462786137,0.0118892740310805,6.65612350271952e-05,,,No
cg01710147,-0.0378069298456316,0.00711721277168918,8.73937265989234e-07,,,No
cg01766396,0.0408739435451734,0.00970323159368729,6.31986039130865e-05,,,No
cg01797169,-0.0617850300922589,0.00909392505111787,1.46743769175463e-09,,,No
cg01798157,-0.0329251260018325,0.00711351526432395,1.3272579702555e-05,,,No
cg01819306,-0.0101648430787013,0.00217440651267738,1.11064281034873e-05,,,No
cg01877936,-0.0807715485659574,0.017947266528966,2.16341553902258e-05,,,No
cg01890836,-0.0609571928574775,0.0109479445154932,3.0238737652531e-07,,,No
cg01899130,-0.0410304641474175,0.00881377689684503,1.26636919844211e-05,,,No
cg01901788,-0.0709929727234596,0.0159426396928255,2.58821686935531e-05,,,No
cg01919885,0.076820652130458,0.0161542305899935,8.12083560744771e-06,,,No
cg01940273,0.0502964892574222,0.00860927275727853,9.48381404034748e-08,,,No
cg02017450,-0.141354453575628,0.0188390770934569,5.92923524373448e-11,,,No
cg02028663,-0.037723673672725,0.00880904566223126,4.88863324800075e-05,,,No
cg02086195,0.0674023319788894,0.0157395608194949,4.88913188344757e-05,,,No
cg02097479,-0.078674325054596,0.0176092124491552,2.44806849167002e-05,,,No
cg02129885,-0.0513733685641431,0.0104615912416481,4.41338741115457e-06,,,No
cg02148612,-0.0478064581090461,0.0105507589833813,1.92626841537937e-05,,,No
cg02153528,-0.0274247525989721,0.00561265383471969,4.86104712442665e-06,,,No
cg02160608,-0.0327975810661779,0.00682140975564571,6.61229718825482e-06,,,No
cg02186444,-0.0425545479631532,0.00818224374955565,1.37674090161966e-06,,,No
cg02211160,-0.0233127330632728,0.00443880393733522,1.11744357066077e-06,,,No
cg02225847,-0.0235084878652127,0.00563335455287033,7.29312710138634e-05,,,No
cg02228160,-0.0381945693536228,0.00841127806492551,1.85590536742118e-05,,,No
cg02240291,0.047430356440061,0.0108538005532017,3.53365039802858e-05,,,No
cg02264229,0.029981885373838,0.00727461068804109,8.79274886024718e-05,,,No
cg02271895,0.0184708646794508,0.00419014748422915,3.06318688280571e-05,,,No
cg02273827,-0.046159251932217,0.0108520687558292,5.43677036628079e-05,,,No
cg02294302,0.0534087069500594,0.00692209845811194,2.24213940858277e-11,,,No
cg02331649,-0.0698112909457146,0.0145079519827538,6.5120592175608e-06,,,No
cg02345399,-0.0537565534570098,0.0100762267234437,7.95285023152893e-07,,,No
cg02389949,-0.0615408019848087,0.0104736906551314,8.21500021020021e-08,,,No
cg02401235,-0.00319197575924159,0.000683229527299983,1.12303708593796e-05,,,No
cg02426464,-0.0212200916993808,0.00441886497342139,6.76629413763679e-06,,,No
cg02466798,-0.0379520261252904,0.00838824485915846,1.9756512165515e-05,,,No
cg02466947,0.0271870270331831,0.00568739705743785,7.37255174794763e-06,,,No
cg02490847,0.0250302106095573,0.00571497454668242,3.40644946407022e-05,,,No
cg02525826,0.032405002195449,0.00732074450430691,2.86006908160775e-05,,,No
cg02532017,0.0789277280885341,0.00884078326534607,8.2968836635136e-14,,,No
cg02539402,-0.044518256741579,0.0101173611670063,3.15609503760903e-05,,,No
cg02551745,0.0596113824996953,0.0113721882576983,1.1648462265315e-06,,,No
cg02552255,-0.045695256059514,0.0111764582762458,9.89870434112935e-05,,,No
cg02567488,-0.0337802049763305,0.00776448297168806,3.79728135145449e-05,,,No
cg02598564,0.0401346849016335,0.00951333449852992,6.17429202630163e-05,,,No
cg02614428,0.0456337352151356,0.010490029539194,3.80300491052388e-05,,,No
cg02616769,0.0620273308138281,0.0145536423852884,5.26992605874452e-05,,,No
cg02626208,0.0743193953095429,0.0139682265178374,8.43737125709083e-07,,,No
cg02630477,0.0630833825813181,0.0125378362825734,2.72807933356637e-06,,,No
cg02675173,-0.0343060004809315,0.00830568215013664,8.51216821516519e-05,,,No
cg02726377,0.0689386379711908,0.0164324016137741,6.72717199999004e-05,,,No
cg02736280,0.0387073659716056,0.00936182709950689,8.38487617871686e-05,,,No
cg02743576,0.0418598159065309,0.00956688784492075,3.46115460878352e-05,,,No
cg02747298,0.0347358846402934,0.00763635995462838,1.80109977915426e-05,,,No
cg02747950,-0.0692483804172326,0.0127842559161731,5.67641636212522e-07,,,No
cg02756107,-0.0600404216777554,0.0126311130330063,8.1867860098459e-06,,,No
cg02818170,-0.0805279448868466,0.0117509722020026,1.12780539114927e-09,,,No
cg02835964,0.0363398226617963,0.00851572091975371,5.1662746236959e-05,,,No
cg02854922,-0.054015284208426,0.00968297983771095,2.89418810038162e-07,,,No
cg02879960,-0.0481525686031502,0.0110803449332508,3.86624799384304e-05,,,No
cg02889774,-0.0598948395833354,0.00980322827958042,2.99945932173633e-08,,,No
cg02912379,-0.0450406447974181,0.00806136967179632,2.78881423087641e-07,,,No
cg02935904,-0.0252871819682597,0.00588485495954597,4.63198795403247e-05,,,No
cg02956248,0.0832378724790958,0.017591888747869,8.91065883245465e-06,,,No
cg03012028,0.0424870910061177,0.00830077549465238,1.92253906823784e-06,,,No
cg03047995,-0.0365211586694632,0.00790407606738396,1.36859988489481e-05,,,No
cg03048432,-0.0687112459646555,0.0158582181322095,4.05621787585909e-05,,,No
cg03050022,-0.0534908547591531,0.0125341145450276,5.16170128617718e-05,,,No
cg03065175,0.146565900925422,0.0270846382184605,5.80207290600149e-07,,,No
cg03157226,-0.0314004443360509,0.00456728251381432,1.02088102784584e-09,,,No
cg03184011,-0.0228295993081473,0.00536058363386509,5.33208721029961e-05,,,No
cg03192231,0.0347701248898567,0.0069378531339055,2.95289507931805e-06,,,No
cg03193328,-0.0535412740012279,0.00967350751351616,3.47259843689443e-07,,,No
cg03218374,0.0258437130152933,0.00516675689339971,3.12303250599005e-06,,,No
cg03242964,0.0881879096341588,0.00971403757702883,4.12555753949953e-14,,,No
cg03254465,-0.0782874172814269,0.0160537464130472,5.04990009651723e-06,,,No
cg03324578,-0.0171657491642701,0.00396782954544242,4.34380871263311e-05,,,No
cg03390636,-0.0486134456473588,0.00707155983532595,1.02354814081599e-09,,,No
cg03403093,-0.0283876619482084,0.0068476792138711,8.05799735208613e-05,,,No
cg03433048,-0.0682655103907029,0.00937645111003438,1.63568517022179e-10,,,No
cg03434029,-0.0317657009193409,0.0074921014345808,5.71509461788239e-05,,,No
cg03439703,0.0248339811325352,0.00589018666977816,6.23370698379272e-05,,,No
cg03443331,-0.0487629690537583,0.00942410022802649,1.53359868666015e-06,,,No
cg03457027,0.034664767416476,0.00669129261400792,1.49490796678587e-06,,,No
cg03460756,0.0435319617096885,0.0105202581287811,8.28476755749884e-05,,,No
cg03476007,-0.064476083314008,0.0125335259125092,1.73182975405882e-06,,,No
cg03485667,-0.0465117552896476,0.0102848165290774,1.99116064646159e-05,,,No
cg03503087,-0.00914830932562199,0.00212724787300351,4.57173217950259e-05,,,No
cg03602233,-0.0291390458823339,0.00508704443421787,1.54010040874121e-07,,,No
cg03609639,-0.0661749827959452,0.0151539858866009,3.57463517770395e-05,,,No
cg03613618,-0.030433192774912,0.0068478395156392,2.67560128770118e-05,,,No
cg03684807,0.104256043235871,0.0190567234776172,4.53441037801291e-07,,,No
cg03698343,-0.0284840217601143,0.00585858762772422,5.35034843896899e-06,,,No
cg03699958,-0.0323037472844361,0.00575559238896149,2.50712936601889e-07,,,No
cg03779937,-0.0578311085829939,0.0136856581173087,6.0206324252013e-05,,,No
cg03785076,-0.0549821002529671,0.00969162622539869,1.94272054559537e-07,,,No
cg03808007,-0.0669377050810623,0.0150645044742067,2.68364418818881e-05,,,No
cg03841312,0.050166390324446,0.0103830803978892,6.02950866269058e-06,,,No
cg03875330,-0.0775971448354031,0.0113412099459961,1.18387328738569e-09,,,No
cg03904291,0.0462600669113552,0.0107236895103136,4.35257838157711e-05,,,No
cg03941587,0.0491479790143376,0.00980874204685515,3.01650101920542e-06,,,No
cg03958883,-0.0341803534404942,0.00829719885567076,8.85439424690244e-05,,,No
cg03985801,0.062481083800733,0.0111606878068968,2.66192483324386e-07,,,No
cg04016431,-0.00353359419229843,0.000860244512997158,9.24046965384345e-05,,,No
cg04030848,0.0467666054874571,0.0114371683376799,9.88184334698005e-05,,,No
cg04063235,0.0351028102722402,0.00858845042695366,9.94560235982949e-05,,,No
cg04099095,0.053632692166745,0.00910859794901857,7.79098253689399e-08,,,No
cg04113258,-0.0359241126710356,0.00752360045860407,7.52873955295413e-06,,,No
cg04156889,-0.0210501131019141,0.00483905674785888,3.8052137178732e-05,,,No
cg04174124,0.0415968586268504,0.00955782613411763,3.77588019056602e-05,,,No
cg04219726,0.032665801202942,0.00796953867435031,9.53882611529507e-05,,,No
cg04229928,0.0659151082470045,0.0143806369892392,1.57676839693829e-05,,,No
cg04263163,-0.0152465952563797,0.00353504033802348,4.41219645707765e-05,,,No
cg04264925,0.0496468928704449,0.0118633753312435,6.98682939352161e-05,,,No
cg04289069,-0.0275537230054451,0.00633375441592517,3.80162240342396e-05,,,No
cg04299080,-0.0437369681232675,0.00943091356158909,1.28168010113618e-05,,,No
cg04303382,0.0258671808853747,0.00613559964696783,6.23928305120571e-05,,,No
cg04322363,-0.03928925320471,0.00726151406390666,5.82104624538871e-07,,,No
cg04322572,0.0744852440975129,0.0132057466800605,2.23064668719849e-07,,,No
cg04325591,-0.032451635278966,0.00710409459521376,1.67350165227124e-05,,,No
cg04340651,-0.0526929449475723,0.0084634060369009,1.80894450350655e-08,,,No
cg04347477,-0.0552937026740906,0.0134972597692444,9.69926908956427e-05,,,No
cg04364219,0.0772410807039045,0.0112579634935025,1.08737114307621e-09,,,No
cg04364695,-0.134753471200045,0.0223536053922852,4.26619013632122e-08,,,No
cg04367503,0.0245569508710157,0.00513835598902679,7.40365994966323e-06,,,No
cg04402828,0.0333001219551925,0.00749602078812167,2.69408701214005e-05,,,No
cg04404543,-0.03112516879905,0.007479154861719,7.6040661308475e-05,,,No
cg04411893,-0.0229890502569699,0.00461525739996982,3.33605520578748e-06,,,No
cg04413853,0.0487605597000569,0.0106899434265462,1.7166420744135e-05,,,No
cg04427651,-0.0349445913643323,0.00810593991838322,4.3984746892329e-05,,,No
cg04457658,0.0562793977976817,0.0131835346071817,5.13717481794819e-05,,,No
cg04459939,0.0710635717949158,0.0162987872333755,3.66611598505769e-05,,,No
cg04478684,-0.065541628634744,0.015368690421186,5.21900356061481e-05,,,No
cg04483289,-0.053489973353176,0.0104774147655142,2.02759958460366e-06,,,No
cg04494800,-0.0637587492854928,0.011263526306584,2.04804051388235e-07,,,No
cg04504205,-0.042759348164893,0.0081504919751203,1.14423748675342e-06,,,No
cg04542977,-0.0675620502268939,0.014946531692354,2.00726481551728e-05,,,No
cg04566561,-0.00207554701816795,0.000493482982959133,6.53443801364554e-05,,,No
cg04621728,-0.0826842773960194,0.0146458630640015,2.18227766834994e-07,,,No
cg04621866,0.0273369795643333,0.00655393274609474,7.34653471969797e-05,,,No
cg04663194,0.0415222464623976,0.00910522113692305,1.72373452233178e-05,,,No
cg04665604,-0.0342710760230332,0.00797123963231888,4.59199198835728e-05,,,No
cg04673465,-0.0573729717706253,0.0133984901871038,4.89461376837999e-05,,,No
cg04685228,-0.0477307759093776,0.00688847476422843,8.01041846726979e-10,,,No
cg04722177,0.0349151817996678,0.00832495931436122,6.75789697243994e-05,,,No
cg04731988,-0.0768317424550381,0.0148579788371973,1.55368830340769e-06,,,No
cg04740205,-0.0485766457852758,0.0111862455682407,3.91294443744375e-05,,,No
cg04751276,0.0330221099379166,0.00748646499578123,3.03187715104092e-05,,,No
cg04813911,-0.0285999121851507,0.00615388998463576,1.23405828003873e-05,,,No
cg04819580,-0.066650616902447,0.0122858573892671,5.48470631214758e-07,,,No
cg04902458,0.0385382731335107,0.00863620082914036,2.49827886499916e-05,,,No
cg04908588,-0.0818093881429665,0.0149719578484604,4.6615641411118e-07,,,No
cg04914013,0.0482817393049522,0.00953445993449876,2.39478419105129e-06,,,No
cg04945216,-0.0792973806312381,0.0179841918195097,3.05040090521922e-05,,,No
cg04970434,-0.0462284340098363,0.00885372907398476,1.26644752684028e-06,,,No
cg04973183,-0.0410696875185317,0.00961209547162766,5.06594041846337e-05,,,No
cg04999352,-0.0467900846308457,0.0112475902796775,7.64775360050262e-05,,,No
cg05014727,-0.0991291636270912,0.0214693823119804,1.38612260627646e-05,,,No
cg05021771,0.0571318320589093,0.0138718470503575,8.88509569565206e-05,,,No
cg05038216,-0.0581506025170373,0.00943421257760408,2.37156280695007e-08,,,No
cg05181795,-0.056900768413447,0.0128257407210552,2.75475105042844e-05,,,No
cg05228408,-0.042851130839971,0.0077400682195636,3.45180503132634e-07,,,No
cg05249026,-0.0539568943387209,0.0120073495238936,2.22014997645375e-05,,,No
cg05262549,0.0399807302955681,0.00855954357399333,1.12737676558793e-05,,,No
cg05283597,-0.063169594562291,0.00952045065165382,2.98170930389063e-09,,,No
cg05286653,-0.0561401723466418,0.011855671847278,8.78353786333328e-06,,,No
cg05350293,-0.112146531020133,0.0201299172861076,2.98329886359277e-07,,,No
cg05360958,-0.0869039876807013,0.0149116249466713,1.00757391030647e-07,,,No
cg05374982,0.039510742053049,0.00780277465501305,2.39710626857198e-06,,,No
cg05376219,-0.04399973948526,0.0102871863929541,4.98393440178237e-05,,,No
cg05408284,-0.0373191761427028,0.0079016840999215,9.21579810066426e-06,,,No
cg05461841,-0.035280753174097,0.00821558683813903,4.67711246394435e-05,,,No
cg05478824,0.0313672504266735,0.00753914182561724,7.63177480672688e-05,,,No
cg05500734,0.0395499643552456,0.00935264578608385,5.95328344593752e-05,,,No
cg05514299,-0.0428447583053621,0.0102022672453621,6.62384242012754e-05,,,No
cg05526498,-0.0371104986078496,0.00823939901447884,2.13462269894675e-05,,,No
cg05571472,-0.0309283725170328,0.00683072003582796,1.95025993511649e-05,,,No
cg05581878,-0.096925720259553,0.0145213718013919,2.50056877848216e-09,,,No
cg05600496,0.0575454148796585,0.0140663368495645,9.81110420121948e-05,,,No
cg05709923,-0.00598438077302094,0.00134969890654565,2.7816664766553e-05,,,No
cg05726109,0.129834566525665,0.0241141825494585,6.49388141028317e-07,,,No
cg05727149,0.0752825384966151,0.013576324751063,3.32629762920658e-07,,,No
cg05736186,0.050962383870167,0.00927322509734259,4.08937309193552e-07,,,No
cg05741638,0.0281037008357562,0.0067380466339916,7.35141773553342e-05,,,No
cg05840541,-0.0747315623047704,0.00890954065836861,1.01179915622874e-12,,,No
cg05852523,0.0292188424536244,0.00711728789038165,9.31827034950893e-05,,,No
cg05857996,0.16447736607679,0.0333401089694686,4.0343426835897e-06,,,No
cg05903330,-0.0451930297387561,0.00973692413183508,1.26312217509224e-05,,,No
cg05922563,-0.0637710533156381,0.0132788268230302,6.75828224889988e-06,,,No
cg05922714,-0.0719245242757138,0.0128946223934879,2.90031286871338e-07,,,No
cg05961212,-0.0421522387359664,0.00926210450329991,1.78542634675849e-05,,,No
cg06000878,-0.0612362092018253,0.0122936368626031,3.3356257830802e-06,,,No
cg06013895,-0.0272205651187567,0.00624660939794119,3.69899440773089e-05,,,No
cg06033949,0.0525894894388919,0.0117958774645089,2.53734708115572e-05,,,No
cg06046912,-0.0352245524835135,0.00722831522714752,5.11906696646719e-06,,,No
cg06094126,0.022534639175461,0.00510743848480955,3.01812433398357e-05,,,No
cg06105699,0.0497445864774865,0.0110194144033385,2.05335215089271e-05,,,No
cg06108383,0.0618947867188509,0.0123235432200277,2.82771068211482e-06,,,No
cg06127885,0.0271821252115744,0.0065974313147831,8.83518262647589e-05,,,No
cg06134964,-0.0541416641089725,0.0113473568730126,7.63396255596788e-06,,,No
cg06204755,-0.0924400575139517,0.0221847901385634,7.46103836754868e-05,,,No
cg06260709,0.0681293085211785,0.0157036641599009,3.9729802538392e-05,,,No
cg06271237,-0.0436133106013564,0.00831269517934045,1.14254837788915e-06,,,No
cg06340364,-0.0321167659444031,0.00683079605347919,1.0004951492589e-05,,,No
cg06388350,-0.0734501603296776,0.0123595202777852,6.16349206684088e-08,,,No
cg06396119,0.106356776220543,0.0193455730846756,4.05402685831297e-07,,,No
cg06458248,0.0646479865886742,0.00967464264296219,2.41825649981505e-09,,,No
cg06484274,-0.0364928371899596,0.00857574475294193,5.39981336190153e-05,,,No
cg06519422,0.0626015028073057,0.0141851438209435,3.00624710709193e-05,,,No
cg06596075,-0.0285644286592128,0.00686521573004323,7.62731660760242e-05,,,No
cg06603923,-0.0507387919584223,0.0122950329325159,8.62523421998143e-05,,,No
cg06618629,-0.0888235875858385,0.0156162243864391,1.82544200347416e-07,,,No
cg06648759,-0.0638712637800274,0.0123321218467743,1.50293364105878e-06,,,No
cg06687489,-0.0709130608787743,0.0110345553808242,7.5103311041999e-09,,,No
cg06688763,-0.0787332145411886,0.0185160282168399,5.46344050975452e-05,,,No
cg06722121,0.0563232854846907,0.0106319338555731,9.27453090570061e-07,,,No
cg06740442,0.0458796663425598,0.0110243086089573,7.60150268534666e-05,,,No
cg06752482,0.0237995361234867,0.00540331413098799,3.10415172528716e-05,,,No
cg06754224,-0.0332422980141312,0.00788465592038255,6.23569677916975e-05,,,No
cg06785293,-0.0301233925431861,0.00674013523640701,2.43459302340726e-05,,,No
cg06800962,-0.0807672821410101,0.0170004770953119,8.26665809148297e-06,,,No
cg06832008,0.0187652913727087,0.00435585126424046,4.44625517899155e-05,,,No
cg06832677,-0.0828474635277825,0.0160243759180533,1.5599184123912e-06,,,No
cg06850526,-0.0509207739913953,0.0092998576237888,4.44833238238733e-07,,,No
cg06872257,0.0482704431579461,0.00907377728141921,8.46618239453569e-07,,,No
cg06879822,-0.0403406715926927,0.00857338939694453,9.8672869490942e-06,,,No
cg06895664,0.053440116074552,0.0115282241970551,1.30909690524585e-05,,,No
cg06899237,-0.0554005044321302,0.0130693593501367,5.73463342786402e-05,,,No
cg06942183,-0.0605240550987381,0.0116342627334526,1.36901002347237e-06,,,No
cg07026918,0.0657486809427808,0.0160290957881239,9.43639670700815e-05,,,No
cg07037725,0.0557084936729767,0.0118512840881613,1.00488915932108e-05,,,No
cg07038187,0.0566822330001456,0.0131952398269018,4.65489208831138e-05,,,No
cg07052568,0.0601193814511634,0.0125358120714417,6.93656859343801e-06,,,No
cg07056567,-0.0251342292991052,0.00572564652529334,3.28152607901266e-05,,,No
cg07076751,-0.0377178312563006,0.00711560280155501,9.15495178697431e-07,,,No
cg07095908,-0.02576658636123,0.00592519822728913,3.82506276105141e-05,,,No
cg07108443,-0.0547017150665589,0.0114755736397528,7.76940487702978e-06,,,No
cg07141055,-0.00612852392150426,0.00148910099937662,8.98039617247946e-05,,,No
cg07262247,0.055252473668573,0.00884126465960073,1.63319994377681e-08,,,No
cg07370588,0.038732614020613,0.00932126508961209,7.77958967593164e-05,,,No
cg07376561,0.0560152880552253,0.0134172192170183,7.24579015171181e-05,,,No
cg07381930,-0.0376284715921921,0.00736129785935854,1.9759306243231e-06,,,No
cg07387286,0.0743709197424088,0.0172128835671274,4.2438044306312e-05,,,No
cg07391913,-0.0519943678821052,0.0106007753919509,4.51757892596862e-06,,,No
cg07421287,0.0429885658124762,0.00945354395929402,1.81072758197568e-05,,,No
cg07437546,-0.0391794046593304,0.00935711116840261,6.93013423274628e-05,,,No
cg07447742,0.105298517844178,0.0191940730057955,4.25717838801135e-07,,,No
cg07456180,0.0363575245841194,0.00830016369070823,3.39909084119586e-05,,,No
cg07471614,0.0439972503776559,0.00888824632087365,3.77498117889989e-06,,,No
cg07504763,-0.0546548182699482,0.0102307606450974,7.72016803196844e-07,,,No
cg07548257,-0.0564254070891051,0.0129877383957846,3.88426045256177e-05,,,No
cg07554046,-0.0463336507275568,0.00959286589924565,6.06610256820243e-06,,,No
cg07599979,-0.0816837414978617,0.0159263431331133,1.84346314201365e-06,,,No
cg07606495,-0.0271525188101116,0.00592462852012868,1.58045385283931e-05,,,No
cg07638500,0.0482084084078273,0.00845712924523019,1.73208006473589e-07,,,No
cg07644939,0.0939273458741309,0.013158749975847,3.12140723810256e-10,,,No
cg07651048,0.0475659288900076,0.00728480035894177,4.76503178068806e-09,,,No
cg07656173,-0.0517793155540899,0.0119930400480951,4.2945201361058e-05,,,No
cg07691146,0.0834817174410993,0.0198754844098587,6.60689351109826e-05,,,No
cg07696006,-0.0547587860150355,0.0122512574216777,2.43101463222326e-05,,,No
cg07706695,-0.0738382103475042,0.0132912662420924,3.18657554311115e-07,,,No
cg07798347,-0.0456704700057214,0.0100218668370565,1.744802388105e-05,,,No
